"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","0.000040887406","2007-08-26 00:00:00","2007","247.1000","Sebastes crameri","45.03333333","1","-124.37888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","173215","171427","Sebastes crameri","8642","NA","2","0.7000","0","2","0.7000","200703018047","Raven"
"darkblotched rockfish","0.000018712690","2007-08-27 00:00:00","2007","207.4000","Sebastes crameri","44.87777778","1","-124.47888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065731","063749","Sebastes crameri","8813","NA","3","0.3400","0","3","0.3400","200703018048","Raven"
"darkblotched rockfish","0.000206279981","2007-08-31 00:00:00","2007","296.6000","Sebastes crameri","44.58055556","2","-124.66805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","154800","153018","Sebastes crameri","9100","NA","6","4.1000","0","6","4.1000","200703018053","Raven"
"darkblotched rockfish","0.000394925715","2007-09-02 00:00:00","2007","239.1000","Sebastes crameri","43.88388889","2","-124.73916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","113945","112203","Sebastes crameri","9741","NA","21","7.2500","0","21","7.2500","200703018062","Raven"
"darkblotched rockfish","6.35775E-7","2007-09-04 00:00:00","2007","103.9000","Sebastes crameri","42.63083333","2","-124.58361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","090138","084520","Sebastes crameri","10628","NA","1","0.0100","0","1","0.0100","200703018070","Raven"
"darkblotched rockfish","0.000008271112","2007-09-05 00:00:00","2007","151.7000","Sebastes crameri","42.25361111","2","-124.55305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102318","100630","Sebastes crameri","10816","NA","1","0.1400","0","1","0.1400","200703018075","Raven"
"darkblotched rockfish","0.000298471329","2007-09-09 00:00:00","2007","343.1000","Sebastes crameri","41.98472222","2","-124.60500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","150210","144434","Sebastes crameri","10990","NA","9","5.7500","0","9","5.7500","200703018078","Raven"
"darkblotched rockfish","0.000002725119","2007-09-09 00:00:00","2007","122.3000","Sebastes crameri","41.88888889","2","-124.47638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","173018","171448","Sebastes crameri","11065","NA","1","0.0400","0","1","0.0400","200703018079","Raven"
"darkblotched rockfish","0.000012283991","2007-09-10 00:00:00","2007","419.7000","Sebastes crameri","41.60250000","2","-124.51638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072908","070850","Sebastes crameri","11292","NA","1","0.3000","0","1","0.3000","200703018080","Raven"
"darkblotched rockfish","0.000034350664","2007-09-11 00:00:00","2007","190.1000","Sebastes crameri","41.29388889","2","-124.42000000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","103507","102013","Sebastes crameri","11539","NA","2","0.4800","0","2","0.4800","200703018085","Raven"
"darkblotched rockfish","0.000524843983","2007-09-14 00:00:00","2007","146.1000","Sebastes crameri","40.78194444","3","-124.44722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","084358","082758","Sebastes crameri","11887","NA","44","8.8600","0","44","8.8600","200703018086","Raven"
"darkblotched rockfish","0.002070832923","2007-09-14 00:00:00","2007","214.0000","Sebastes crameri","41.02722222","3","-124.37694444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","121807","120131","Sebastes crameri","11732","NA","65","35.2500","0","65","35.2500","200703018087","Raven"
"darkblotched rockfish","","2007-09-16 00:00:00","2007","249.4000","Sebastes crameri","39.86194444","3","-124.12666667","NA","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","144338","142756","Sebastes crameri","12641","NA","1","0.2400","0","1","0.2400","200703018097","Raven"
"darkblotched rockfish","0.000031262819","2007-09-17 00:00:00","2007","374.4000","Sebastes crameri","39.20472222","3","-123.99055556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091907","090255","Sebastes crameri","13111","NA","1","0.5000","0","1","0.5000","200703018099","Raven"
"darkblotched rockfish","0.000039502443","2007-09-18 00:00:00","2007","272.3000","Sebastes crameri","38.31416667","3","-123.51555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","125434","124010","Sebastes crameri","13583","NA","2","0.5500","0","2","0.5500","200703018104","Raven"
"darkblotched rockfish","0.000008638735","2007-09-20 00:00:00","2007","122.0000","Sebastes crameri","38.16527778","3","-123.27472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","110005","104317","Sebastes crameri","13678","NA","1","0.1400","0","1","0.1400","200703018111","Raven"
"darkblotched rockfish","0.000235111526","2008-08-23 00:00:00","2008","370.5000","Sebastes crameri","45.12694444","1","-124.47388889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","154847","153105","Sebastes crameri","8534","NA","5","3.3000","0","5","3.3000","200803008004","Excalibur"
"darkblotched rockfish","0.000428222822","2008-08-24 00:00:00","2008","205.3000","Sebastes crameri","45.24916667","1","-124.31722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","070256","064938","Sebastes crameri","8400","NA","24","5.7000","0","24","5.7000","200803008006","Excalibur"
"darkblotched rockfish","0.000007494042","2008-08-24 00:00:00","2008","116.9000","Sebastes crameri","45.21972222","1","-124.14833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","093540","092046","Sebastes crameri","8439","NA","1","0.1000","0","1","0.1000","200803008007","Excalibur"
"darkblotched rockfish","0.000104003194","2008-08-25 00:00:00","2008","138.8000","Sebastes crameri","46.06805556","1","-124.45500000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065453","063853","Sebastes crameri","7542","NA","15","1.6000","0","15","1.6000","200803008011","Excalibur"
"darkblotched rockfish","","2008-05-25 00:00:00","2008","300.5000","Sebastes crameri","45.63916667","1","-124.60777778","NA","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","Sebastes crameri","8010","NA","6","7.2000","0","6","7.2000","200803017036","Noahs Ark"
"darkblotched rockfish","0.000384887363","2008-08-25 00:00:00","2008","133.6000","Sebastes crameri","46.35694444","1","-124.47166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","100459","094935","Sebastes crameri","7213","NA","37","6.4500","0","37","6.4500","200803008012","Excalibur"
"darkblotched rockfish","0.000004949202","2008-08-26 00:00:00","2008","123.6000","Sebastes crameri","46.72666667","1","-124.56666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072730","071100","Sebastes crameri","6872","NA","1","0.0800","0","1","0.0800","200803008016","Excalibur"
"darkblotched rockfish","0.000006051434","2008-08-27 00:00:00","2008","126.7000","Sebastes crameri","47.89138889","1","-125.03305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065007","063425","Sebastes crameri","5319","NA","1","0.1000","0","1","0.1000","200803008022","Excalibur"
"darkblotched rockfish","0.000039496891","2008-08-27 00:00:00","2008","183.9000","Sebastes crameri","48.36055556","1","-125.21333333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","163748","162118","Sebastes crameri","4386","NA","2","0.5500","0","2","0.5500","200803008026","Excalibur"
"darkblotched rockfish","0.000024141176","2008-08-28 00:00:00","2008","243.5000","Sebastes crameri","47.97527778","1","-125.58638889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","122034","120452","Sebastes crameri","5207","NA","1","0.3800","0","1","0.3800","200803008029","Excalibur"
"darkblotched rockfish","0.000003719056","2008-08-29 00:00:00","2008","176.2000","Sebastes crameri","47.62916667","1","-125.00277778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102053","100447","Sebastes crameri","5731","NA","1","0.0600","0","1","0.0600","200803008033","Excalibur"
"darkblotched rockfish","0.000156023691","2008-08-30 00:00:00","2008","191.3000","Sebastes crameri","47.29500000","1","-124.84388889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064712","063118","Sebastes crameri","6233","NA","14","2.5400","0","14","2.5400","200803008036","Excalibur"
"darkblotched rockfish","0.000035450226","2008-08-30 00:00:00","2008","437.2000","Sebastes crameri","47.26333333","1","-124.99055556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","103002","101420","Sebastes crameri","6277","NA","1","0.5800","0","1","0.5800","200803008037","Excalibur"
"darkblotched rockfish","0.000052257127","2008-09-05 00:00:00","2008","368.6000","Sebastes crameri","44.53805556","2","-124.73027778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","100708","095108","Sebastes crameri","9129","NA","1","0.8500","0","1","0.8500","200803008046","Excalibur"
"darkblotched rockfish","0.000016633655","2008-09-05 00:00:00","2008","267.7000","Sebastes crameri","44.43750000","2","-124.77611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","123539","122021","Sebastes crameri","9221","NA","1","0.2600","0","1","0.2600","200803008047","Excalibur"
"darkblotched rockfish","0.000017782352","2008-09-10 00:00:00","2008","137.8000","Sebastes crameri","44.83305556","2","-124.33083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071659","070141","Sebastes crameri","8852","NA","3","0.2800","0","3","0.2800","200803008053","Excalibur"
"darkblotched rockfish","0.001259330555","2008-09-10 00:00:00","2008","329.7000","Sebastes crameri","44.90000000","2","-124.75583333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","125814","124256","Sebastes crameri","8770","NA","25","19.9000","0","25","19.9000","200803008055","Excalibur"
"darkblotched rockfish","7.08682E-7","2008-09-11 00:00:00","2008","125.6000","Sebastes crameri","44.02777778","2","-124.43861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072005","070523","Sebastes crameri","9595","NA","1","0.0100","0","1","0.0100","200803008058","Excalibur"
"darkblotched rockfish","0.000077987864","2008-09-11 00:00:00","2008","289.8000","Sebastes crameri","43.88888889","2","-124.85750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","124616","122822","Sebastes crameri","9738","NA","3","1.4500","0","3","1.4500","200803008060","Excalibur"
"darkblotched rockfish","0.000004046872","2008-09-12 00:00:00","2008","109.0000","Sebastes crameri","43.80333333","2","-124.32972222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071506","070000","Sebastes crameri","9815","NA","1","0.0600","0","1","0.0600","200803008063","Excalibur"
"darkblotched rockfish","0.000461133981","2008-09-12 00:00:00","2008","215.8000","Sebastes crameri","43.61444444","2","-124.57361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","120255","114443","Sebastes crameri","9990","NA","40","9.7500","0","40","9.7500","200803008065","Excalibur"
"darkblotched rockfish","0.000753870891","2008-09-13 00:00:00","2008","289.8000","Sebastes crameri","42.86638889","2","-124.80833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","170515","164939","Sebastes crameri","10501","NA","21","12.8500","0","21","12.8500","200803008073","Excalibur"
"darkblotched rockfish","0.000571510675","2008-09-13 00:00:00","2008","343.2000","Sebastes crameri","42.79138889","2","-124.85888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183457","181903","Sebastes crameri","10530","NA","10","10.2000","0","10","10.2000","200803008074","Excalibur"
"darkblotched rockfish","0.000034828793","2008-09-14 00:00:00","2008","163.9000","Sebastes crameri","42.77361111","2","-124.70166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","082711","081047","Sebastes crameri","10550","NA","7","0.7500","0","7","0.7500","200803008077","Excalibur"
"darkblotched rockfish","0.000029096213","2008-09-19 00:00:00","2008","327.3000","Sebastes crameri","41.73416667","3","-124.49555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183503","181951","Sebastes crameri","11192","NA","1","0.4400","0","1","0.4400","200803008087","Excalibur"
"darkblotched rockfish","0.000066124922","2008-09-21 00:00:00","2008","107.3000","Sebastes crameri","40.77305556","3","-124.43694444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072018","070412","Sebastes crameri","11887","NA","12","1.0200","0","12","1.0200","200803008093","Excalibur"
"darkblotched rockfish","0.000209411785","2008-09-21 00:00:00","2008","398.8000","Sebastes crameri","40.71916667","3","-124.53083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092543","091013","Sebastes crameri","11900","NA","5","3.4500","0","5","3.4500","200803008094","Excalibur"
"darkblotched rockfish","0.000022678069","2008-09-23 00:00:00","2008","354.8000","Sebastes crameri","39.12305556","3","-123.97916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","132553","131011","Sebastes crameri","13161","NA","1","0.3800","0","1","0.3800","200803008101","Excalibur"
"darkblotched rockfish","0.000242194072","2008-09-23 00:00:00","2008","206.8000","Sebastes crameri","39.11138889","3","-123.95388889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","153415","151845","Sebastes crameri","13162","NA","18","3.6500","0","18","3.6500","200803008102","Excalibur"
"darkblotched rockfish","0.000003668868","2008-09-24 00:00:00","2008","136.2000","Sebastes crameri","38.77777778","3","-123.77861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","170757","165203","Sebastes crameri","13310","NA","1","0.0600","0","1","0.0600","200803008107","Excalibur"
"darkblotched rockfish","0.000100628035","2008-09-26 00:00:00","2008","284.1000","Sebastes crameri","38.25777778","3","-123.45833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","171102","165538","Sebastes crameri","13606","NA","5","1.5500","0","5","1.5500","200803008116","Excalibur"
"darkblotched rockfish","0.000024457253","2008-10-02 00:00:00","2008","331.0000","Sebastes crameri","36.57750000","4","-122.00861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","175555","174049","Sebastes crameri","14778","NA","2","0.3800","0","2","0.3800","200803008127","Excalibur"
"darkblotched rockfish","0.000004496560","2008-05-17 00:00:00","2008","146.0000","Sebastes crameri","45.70000000","1","-124.31111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","140215","134503","Sebastes crameri","7950","NA","1","0.0600","0","1","0.0600","200803010003","Ms. Julie"
"darkblotched rockfish","0.000024906526","2008-05-17 00:00:00","2008","147.0000","Sebastes crameri","45.76638889","1","-124.34027778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","163003","161221","Sebastes crameri","7879","NA","3","0.4000","0","3","0.4000","200803010004","Ms. Julie"
"darkblotched rockfish","0.000008445985","2008-05-19 00:00:00","2008","156.4000","Sebastes crameri","47.16805556","1","-124.89805556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","092608","091002","Sebastes crameri","6414","NA","2","0.1200","0","2","0.1200","200803010010","Ms. Julie"
"darkblotched rockfish","0.000366246037","2008-05-20 00:00:00","2008","195.6000","Sebastes crameri","48.30722222","1","-125.03472222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","151525","145837","Sebastes crameri","4578","NA","25","6.3500","0","25","6.3500","200803010019","Ms. Julie"
"darkblotched rockfish","0.000001784842","2008-05-21 00:00:00","2008","119.9000","Sebastes crameri","47.93305556","1","-125.03111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","085057","083451","Sebastes crameri","5270","NA","1","0.0300","0","1","0.0300","200803010021","Ms. Julie"
"darkblotched rockfish","0.000012759150","2008-05-23 00:00:00","2008","102.1000","Sebastes crameri","47.02444444","1","-124.67861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","122203","120445","Sebastes crameri","6581","NA","2","0.2000","0","2","0.2000","200803010025","Ms. Julie"
"darkblotched rockfish","0.000020008646","2008-05-23 00:00:00","2008","134.5000","Sebastes crameri","47.02611111","1","-124.78666667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","143342","141706","Sebastes crameri","6578","NA","4","0.3200","0","4","0.3200","200803010026","Ms. Julie"
"darkblotched rockfish","0.000012214380","2008-05-23 00:00:00","2008","160.7000","Sebastes crameri","46.83583333","1","-124.82472222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","171129","165535","Sebastes crameri","6771","NA","2","0.1900","0","2","0.1900","200803010027","Ms. Julie"
"darkblotched rockfish","0.000041768267","2008-05-23 00:00:00","2008","138.3000","Sebastes crameri","46.83638889","1","-124.72777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","185007","183343","Sebastes crameri","6774","NA","9","0.6400","0","9","0.6400","200803010028","Ms. Julie"
"darkblotched rockfish","0.000449924771","2008-05-24 00:00:00","2008","170.8000","Sebastes crameri","46.67083333","1","-124.71888889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","074804","073152","Sebastes crameri","6932","NA","42","7.0600","0","43","7.3000","200803010030","Ms. Julie"
"darkblotched rockfish","0.024722897646","2008-05-24 00:00:00","2008","179.7000","Sebastes crameri","46.46583333","1","-124.51194444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","114043","112443","Sebastes crameri","7121","NA","102","27.2500","0","1555","415.4500","200803010031","Ms. Julie"
"darkblotched rockfish","0.000015828941","2008-05-24 00:00:00","2008","129.3000","Sebastes crameri","46.03638889","1","-124.38305556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","192504","190758","Sebastes crameri","7583","NA","5","0.2600","0","5","0.2600","200803010033","Ms. Julie"
"darkblotched rockfish","0.000006079572","2008-05-25 00:00:00","2008","160.9000","Sebastes crameri","45.90166667","1","-124.56583333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","055540","053840","Sebastes crameri","7729","NA","2","0.1000","0","2","0.1000","200803010034","Ms. Julie"
"darkblotched rockfish","0.000001972919","2008-05-25 00:00:00","2008","138.8000","Sebastes crameri","45.87138889","1","-124.31388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","115557","113915","Sebastes crameri","7772","NA","1","0.0300","0","1","0.0300","200803010037","Ms. Julie"
"darkblotched rockfish","0.000129079260","2008-05-25 00:00:00","2008","189.7000","Sebastes crameri","45.68833333","1","-124.48166667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","171233","165639","Sebastes crameri","7945","NA","14","2.1500","0","14","2.1500","200803010039","Ms. Julie"
"darkblotched rockfish","0.002384446332","2008-05-30 00:00:00","2008","246.6000","Sebastes crameri","44.97000000","2","-124.41444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","141918","140106","Sebastes crameri","8711","NA","111","43.1500","0","111","43.1500","200803010045","Ms. Julie"
"darkblotched rockfish","0.000131040369","2008-05-31 00:00:00","2008","176.0000","Sebastes crameri","45.19611111","2","-124.27388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","075558","073958","Sebastes crameri","8470","NA","11","2.2000","0","11","2.2000","200803010048","Ms. Julie"
"darkblotched rockfish","0.000729454416","2008-05-31 00:00:00","2008","184.3000","Sebastes crameri","45.23555556","2","-124.28694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","101052","095334","Sebastes crameri","8435","NA","68","12.5500","0","68","12.5500","200803010049","Ms. Julie"
"darkblotched rockfish","0.000003057216","2008-06-02 00:00:00","2008","176.4000","Sebastes crameri","44.77361111","2","-124.52611111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","112848","111100","Sebastes crameri","8916","NA","1","0.0600","0","1","0.0600","200803010061","Ms. Julie"
"darkblotched rockfish","0.000010593641","2008-06-06 00:00:00","2008","143.1000","Sebastes crameri","43.05805556","2","-124.65861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","123939","122221","Sebastes crameri","10398","NA","2","0.1800","0","2","0.1800","200803010076","Ms. Julie"
"darkblotched rockfish","0.000199768258","2008-06-07 00:00:00","2008","310.4000","Sebastes crameri","42.84472222","2","-124.85055556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061525","055937","Sebastes crameri","10500","NA","4","3.0500","0","4","3.0500","200803010079","Ms. Julie"
"darkblotched rockfish","0.000038370802","2008-06-07 00:00:00","2008","145.3000","Sebastes crameri","42.89166667","2","-124.73500000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","083324","081554","Sebastes crameri","10487","NA","7","0.6500","0","7","0.6500","200803010080","Ms. Julie"
"darkblotched rockfish","0.000024938490","2008-06-07 00:00:00","2008","144.0000","Sebastes crameri","42.84916667","2","-124.72861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","110526","104738","Sebastes crameri","10503","NA","6","0.4500","0","6","0.4500","200803010081","Ms. Julie"
"darkblotched rockfish","0.000009076666","2008-06-09 00:00:00","2008","137.0000","Sebastes crameri","42.16000000","2","-124.54000000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","082919","081231","Sebastes crameri","10876","NA","2","0.1300","0","2","0.1300","200803010089","Ms. Julie"
"darkblotched rockfish","0.000034645091","2008-06-18 00:00:00","2008","432.2000","Sebastes crameri","40.33555556","3","-124.50444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","181640","175922","Sebastes crameri","12174","NA","1","0.6200","0","1","0.6200","200803010095","Ms. Julie"
"darkblotched rockfish","0.000008839728","2008-06-21 00:00:00","2008","174.2000","Sebastes crameri","39.27888889","3","-123.94694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","075632","073920","Sebastes crameri","13076","NA","1","0.1400","0","1","0.1400","200803010109","Ms. Julie"
"darkblotched rockfish","0.001610193489","2008-06-21 00:00:00","2008","298.7000","Sebastes crameri","38.47777778","3","-123.62638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","160156","154620","Sebastes crameri","13469","NA","36","25.0500","0","36","25.0500","200803010111","Ms. Julie"
"darkblotched rockfish","0.000056296569","2008-06-28 00:00:00","2008","384.7000","Sebastes crameri","37.10722222","4","-122.71361111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","140153","134547","Sebastes crameri","14434","NA","1","0.8500","0","1","0.8500","200803010122","Ms. Julie"
"darkblotched rockfish","0.003264117241","2008-05-17 00:00:00","2008","302.1000","Sebastes crameri","44.90083333","1","-124.80694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","114923","113053","Sebastes crameri","8769","NA","75","55.6000","0","75","55.6000","200803017002","Noahs Ark"
"darkblotched rockfish","0.000130005275","2008-05-17 00:00:00","2008","362.1000","Sebastes crameri","45.05888889","1","-124.51138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","155327","153409","Sebastes crameri","8603","NA","3","2.7000","0","3","2.7000","200803017003","Noahs Ark"
"darkblotched rockfish","0.006014631401","2008-05-17 00:00:00","2008","331.1000","Sebastes crameri","45.12944444","1","-124.54027778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","182913","180843","Sebastes crameri","8532","NA","84","53.5500","0","205","130.5000","200803017004","Noahs Ark"
"darkblotched rockfish","0.000057785094","2008-05-20 00:00:00","2008","319.9000","Sebastes crameri","47.99277778","1","-125.40750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","094531","092607","Sebastes crameri","5164","NA","2","0.9500","0","2","0.9500","200803017016","Noahs Ark"
"darkblotched rockfish","0.000422513510","2008-05-23 00:00:00","2008","192.9000","Sebastes crameri","47.20750000","1","-124.90000000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","142218","140448","Sebastes crameri","6371","NA","34","5.8400","0","34","5.8400","200803017025","Noahs Ark"
"darkblotched rockfish","0.001588097465","2008-05-23 00:00:00","2008","183.8000","Sebastes crameri","47.17111111","1","-124.93083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","153543","151731","Sebastes crameri","6413","NA","100","23.2000","0","116","27.0000","200803017026","Noahs Ark"
"darkblotched rockfish","0.000004870049","2008-05-23 00:00:00","2008","169.8000","Sebastes crameri","47.45222222","1","-124.81916667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","184625","182713","Sebastes crameri","5987","NA","1","0.0800","0","1","0.0800","200803017027","Noahs Ark"
"darkblotched rockfish","0.000011262538","2008-05-23 00:00:00","2008","191.8000","Sebastes crameri","47.49333333","1","-124.92611111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","201026","195302","Sebastes crameri","5935","NA","1","0.2000","0","1","0.2000","200803017028","Noahs Ark"
"darkblotched rockfish","0.000308649861","2008-05-24 00:00:00","2008","148.8000","Sebastes crameri","46.53250000","1","-124.48722222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","074832","072944","Sebastes crameri","7064","NA","40","6.1000","0","40","6.1000","200803017030","Noahs Ark"
"darkblotched rockfish","0.000004194210","2008-05-25 00:00:00","2008","174.2000","Sebastes crameri","45.73027778","1","-124.46250000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","083719","082007","Sebastes crameri","7912","NA","1","0.0700","0","1","0.0700","200803017035","Noahs Ark"
"darkblotched rockfish","0.002894129603","2008-05-25 00:00:00","2008","320.2000","Sebastes crameri","45.63416667","1","-124.59888889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","110602","104308","Sebastes crameri","8010","NA","62","70.0000","0","62","70.0000","200803017037","Noahs Ark"
"darkblotched rockfish","0.000012127140","2008-05-26 00:00:00","2008","155.6000","Sebastes crameri","44.99722222","1","-124.27111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","080940","075152","Sebastes crameri","8680","NA","4","0.2000","0","4","0.2000","200803017042","Noahs Ark"
"darkblotched rockfish","0.000001042787","2008-05-26 00:00:00","2008","153.8000","Sebastes crameri","44.84166667","1","-124.41138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","102529","100723","Sebastes crameri","8850","NA","1","0.0200","0","1","0.0200","200803017043","Noahs Ark"
"darkblotched rockfish","0.000062109761","2008-06-02 00:00:00","2008","277.8000","Sebastes crameri","44.73055556","2","-124.64861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","055346","053346","Sebastes crameri","8945","NA","3","1.3500","0","3","1.3500","200803017047","Noahs Ark"
"darkblotched rockfish","0.000002052043","2008-06-07 00:00:00","2008","124.2000","Sebastes crameri","43.31750000","2","-124.58861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","175934","173958","Sebastes crameri","10234","NA","1","0.0400","0","1","0.0400","200803017058","Noahs Ark"
"darkblotched rockfish","0.000002043524","2008-06-07 00:00:00","2008","151.3000","Sebastes crameri","43.06361111","2","-124.66916667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","195901","194001","Sebastes crameri","10398","NA","1","0.0400","0","1","0.0400","200803017059","Noahs Ark"
"darkblotched rockfish","0.000314821795","2008-06-08 00:00:00","2008","334.1000","Sebastes crameri","42.08611111","2","-124.60527778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","162417","160529","Sebastes crameri","10918","NA","8","5.9000","0","8","5.9000","200803017064","Noahs Ark"
"darkblotched rockfish","0.000019321755","2008-06-09 00:00:00","2008","172.8000","Sebastes crameri","41.92111111","2","-124.53611111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","060729","054959","Sebastes crameri","11039","NA","2","0.3400","0","2","0.3400","200803017065","Noahs Ark"
"darkblotched rockfish","0.000727946146","2008-06-13 00:00:00","2008","189.1000","Sebastes crameri","40.88805556","3","-124.40722222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","094538","092808","Sebastes crameri","11817","NA","22","11.6600","0","22","11.6600","200803017067","Noahs Ark"
